id;context;question;answer
807;En Camboya, en concreto, más de 190.000 personas tienen hoy acceso a saneamiento y agua potable gracias a los más de 42.000 microcréditos concedidos.;¿Qué han supuesto los más de 42000 microcréditos concedidos?;En Camboya, en concreto, más de 190.000 personas tienen hoy acceso a saneamiento y agua potable
808;En este entorno, en la evolución de MAPFRE es de destacar: - Los magníficos resultados obtenidos en la mayor parte de los países, especialmente España y Brasil, y en los negocios de Reaseguro y Global Risks. - El crecimiento en las primas de No Vida, tanto en España como en el extranjero, así como en el reaseguro, que han permitido absorber la contracción del seguro de Vida en España. - La buena evolución del resultado del negocio de Vida, gracias a la mejora tanto del resultado de suscripción como de los ingresos financieros en Brasil.;¿A qué se ha debido la buena evolución del resultado de negocio de Vida?;a la mejora tanto del resultado de suscripción como de los ingresos financieros en Brasil
809;SH USA superó las pruebas de resistencia de la Reserva Federal y no recibió objeciones a su plan de capital, lo que nos ha permitido normalizar la política de pago de dividendos.;¿Qué es lo que ha permitido normalizar la política de pago de dividendos?;SH USA superó las pruebas de resistencia de la Reserva Federal y no recibió objeciones a su plan de capital
810;En 2016 hemos incrementado las ventas en casi un 2% como consecuencia de la paulatina recuperación de la situación general económica y también del sector de la construcción.;¿Qué factores han contribuido a que en 2016 hayan incrementado las ventas en casi un 2%?;la paulatina recuperación de la situación general económica y también del sector de la construcción
811;Las coberturas del riesgo de tipo de cambio relacionadas con transacciones previstas se consideran como coberturas del flujo de efectivo, por lo que se registran como ingresos y gastos reconocidos en patrimonio neto las pérdidas O ganancias procedentes de la valoración a valor razonable del instrumento de cobertura que correspondan a la parte que se haya identificado como cobertura eficaz.;¿Cuál es la consecuencia de que las coberturas del riesgo de tipo de cambio relacionadas con transacciones previstas se consideren como coberturas del flujo de efectivo?;se registran como ingresos y gastos reconocidos en patrimonio neto las pérdidas O ganancias procedentes de la valoración a valor razonable del instrumento de cobertura que correspondan a la parte que se haya identificado como cobertura eficaz
812;Como se ha señalado, esta fase de implantación es otra de las posibles fuentes de riesgo de modelo, por lo que es requisito indispensable que se realicen pruebas por parte de los equipos técnicos y los propietarios del modelo, certificando que se ha implementado de acuerdo a la definición metodológica y funciona de acuerdo a lo esperado.;¿Qué implica que esta fase de implantación sea una posible fuente de riesgo de modelo?;es requisito indispensable que se realicen pruebas por parte de los equipos técnicos y los propietarios del modelo, certificando que se ha implementado de acuerdo a la definición metodológica y funciona de acuerdo a lo esperado
813;Otis abre así una ventana al exterior en sus cabinas gracias a la renombrada pantalla eView.;¿Gracias a qué abre Otis una ventana al exterior en sus cabinas?;a la renombrada pantalla eView
814;La contracción de la actividad se ha debido a la debilidad de la demanda interna, con caídas del consumo y la inversión, mientras que la demanda externa tuvo una contribución positiva.;¿Por qué se ha producido la contracción de la actividad?;a la debilidad de la demanda interna, con caídas del consumo y la inversión
815;Estados Unidos, por su parte, experimentó cierta ralentización en su crecimiento, con un incremento anual del PIB del 1,6%, pero con un satisfactorio cuadro macroeconómico: prácticamente pleno empleo, inflación controlada, incremento del número de asalariados con mejoras en los salarios medios y un índice de confianza de los consumidores positivo gracias al impulso fiscal anunciado por el nuevo presidente.;¿A qué se debe que Estados Unidos experimentara prácticamente pleno empleo, inflación controlada, incremento del número de asalariados con mejoras en los salarios medios y un índice de confianza de los consumidores positivo?;al impulso fiscal anunciado por el nuevo presidente
816;Los resultados de estos esfuerzos, coordinados en los diferentes países, han sido muy buenos, ya que hemos observado un incremento de este índice, en parte también favorecido por el intercambio de mejores prácticas dentro del Grupo.;¿Qué hace que suceda el incremento del índice observado?;el intercambio de mejores prácticas dentro del Grupo
817;• Afecciones al suministro como consecuencia de eventos meteorológicos.;¿Qué ha ocasionado afecciones al suministro?;eventos meteorológicos
818;Gracias al esfuerzo de todas las personas que trabajan en BBVA, estamos haciendo realidad uno de los proyectos empresariales más ambiciosos de la banca mundial El 2017 ha sido un buen ejercicio para BBVA.;¿Qué supone el esfuerzo de todas las personas que trabajan en BBVA?;estamos haciendo realidad uno de los proyectos empresariales más ambiciosos de la banca mundial
819;Como sociedad constituida y cotizada en España, IAG se encuentra sujeta a la legislación aplicable en España y al marco de gobierno corporativo español. Dado que cotiza en la Bolsa de Londres, IAG está asimismo sujeta a las Normas de Cotización del Reino Unido, incluido el requisito de explicar si cumple el Código de Gobierno Corporativo del Reino Unido publicado por el Financial Reporting Council británico, en su redacción vigente en cada momento;¿Cuál es la consecuencia de que IAG cotice en la Bolsa de Londres;está asimismo sujeta a las Normas de Cotización del Reino Unido, incluido el requisito de explicar si cumple el Código de Gobierno Corporativo del Reino Unido publicado por el Financial Reporting Council británico, en su redacción vigente en cada momento
820;Debido a la presencia del Grupo en diversos países, a la consiguiente variedad de legislaciones que rigen los contratos de alquiler, a la distinta naturaleza y posición económica de los propietarios entre otros factores, existe una gran variedad de cláusulas que regulan el funcionamiento de los contratos de alquiler.;¿A qué atiende la existencia de una gran variedad de cláusulas que regulan el funcionamiento de los contratos de alquiler?;a la presencia del Grupo en diversos países, a la consiguiente variedad de legislaciones que rigen los contratos de alquiler, a la distinta naturaleza y posición económica de los propietarios entre otros factores
821;Gracias a las medidas de eficiencia y ahorro de agua llevadas a cabo en nuestros centros, seguimos mejorando la tendencia descendente del consumo de agua relativo por prenda y con respecto a las ventas (€), respectivamente en un 13% y un 8%.;¿Qué consecuencias acarrean las medidas de eficiencia y ahorro de agua que se han implementado en sus centros?;seguimos mejorando la tendencia descendente del consumo de agua relativo por prenda y con respecto a las ventas (€), respectivamente en un 13% y un 8%
822;Brasil El Ministerio de Minas y Energía ha lanzado una consulta pública para analizar la liberalización del mercado minorista y mejorar el sector eléctrico brasileño, con el objetivo de revisar el sector y atenuar los riesgos de los agentes involucrados. El Gobierno ha tomado medidas destinadas a facilitar la privatización de ciertas empresas de distribución eléctrica que forman parte del grupo Eletrobras. Debido a la disminución de la demanda y a la migración de clientes al mercado libre, las distribuidoras se han encontrado sobrecontratadas de energía.;¿A qué atiende el hecho de que las distribuidoras se hayan encontrado sobrecontratadas de energía?;a la disminución de la demanda y a la migración de clientes al mercado libre
823;En los segmentos más altos la relación humana y el asesoramiento seguirán siendo una parte troncal de nuestra propuesta de valor, por lo que la red física seguirá teniendo un papel central, pero dedicará más tiempo a la venta, a la captación y al asesoramiento y mucho menos a las tareas operativas.;¿Por qué la red física seguirá teniendo un papel central?;En los segmentos más altos la relación humana y el asesoramiento seguirán siendo una parte troncal de nuestra propuesta de valor
824;Desde el punto de vista de los clientes se mantienen las garantías que ofrece la figura del Defensor ya que al cliente se le informa de que en caso de disconformidad con la respuesta recibida el Defensor puede revisar de nuevo su reclamación.;¿Por qué se mantienen las garantías que ofrece la figura del Defensor?;al cliente se le informa de que en caso de disconformidad con la respuesta recibida el Defensor puede revisar de nuevo su reclamación
825;También, en la relación con sus propietarios, la Compañía refleja sus valores corporativos ya que les ofrece un canal directo con la Compañía para la resolución de incidencias, ofrecer respuesta ágil a sus inquietudes y necesidades de información, con el objetivo de reforzar el vínculo y el orgullo de pertenencia, a través de la aportación de valor al negocio entendida en su más amplio sentido.;¿Cuál es el desencadenante que propicia que la relación con sus propietarios refleje los valores corporativos de la Compañía?;les ofrece un canal directo con la Compañía para la resolución de incidencias, ofrecer respuesta ágil a sus inquietudes y necesidades de información
826;Para Indra la Ciberseguridad es uno de los asuntos más relevantes en materia de Responsabilidad Social Corporativa. Esto es debido al impacto que tienen las actividades de protección de la seguridad y protección de la información para nuestros clientes.;¿A qué se atribuye que para Indra la Ciberseguridad sea uno de los asuntos más relevantes en materia de Responsabilidad Social Corporativa?;al impacto que tienen las actividades de protección de la seguridad y protección de la información para nuestros clientes
827;Como empresa que cotiza tanto en las bolsas españolas como en la de Londres, estamos obligados a cumplir los requisitos de cotización españoles y británicos y tener en cuenta las normas sobre gobierno corporativo de España y el Reino Unido. Por ello, nos hemos adaptado a las nuevas normas españolas y británicas en los últimos años y así lo seguiremos haciendo.;¿Por qué se ha tenido que adaptar la empresa a las nuevas normas españolas y británicas?;Como empresa que cotiza tanto en las bolsas españolas como en la de Londres, estamos obligados a cumplir los requisitos de cotización españoles y británicos y tener en cuenta las normas sobre gobierno corporativo de España y el Reino Unido
828;Esta contabilización se ha venido aplicando dado que el Grupo ha cumplido con los requisitos detallados en la Nota 2.2.o sobre normas de registro y valoración para poder clasificar los instrumentos financieros como cobertura contable.;¿Cuál es la razón de que se haya venido aplicando esta contabilización?;el Grupo ha cumplido con los requisitos detallados en la Nota 2.2.o sobre normas de registro y valoración para poder clasificar los instrumentos financieros como cobertura contable
829;Por otro lado, Mediaset España garantiza que todos los contenidos disponibles en sus webs respetan los valores corporativos referentes a la creación de contenido. Dichos valores son la libertad de expresión e independencia editorial, la imparcialidad informativa, la calidad del contenido, el pluralismo y la diversidad. Dado que la mayor parte de los contenidos difundidos en sus webs proceden de las cadenas de televisión de Mediaset España, los mismos reflejan la misma independencia editorial, calidad y pluralismo y diversidad que los contenidos emitidos en televisión.;¿Por qué los contenidos reflejan la misma independencia editorial, calidad y pluralismo que los contenidos emitidos en televisión?;la mayor parte de los contenidos difundidos en sus webs proceden de las cadenas de televisión de Mediaset España
830;Descubrí que el sector estaba anclado en unas prácticas que no ayudaban a generar valor y me propuse -siendo una tarea difícil, pero no imposible abordar el cambio de modelo porque solo un grupo industrial líder y con un proyecto a largo plazo como Deoleo puede liderar esta transformación. 2017 ha sido el punto de partida del cambio.;¿Qué motivo le llevó a abordar el cambio de modelo?;solo un grupo industrial líder y con un proyecto a largo plazo como Deoleo puede liderar esta transformación
831;Hemos integrado el principio de sostenibilidad en el Grupo porque apostamos por un modelo de empresa con visión a largo plazo, basado en la honestidad, el esfuerzo y el desarrollo de relaciones de confianza con nuestros grupos de interés, y de respeto en los diferentes ámbitos donde operamos. Para lograrlo, nos fijamos objetivos económicos, ambientales y sociales por igual.;¿Cuál es el motivo por el que han integrado el principio de sostenibilidad en el Grupo?;apostamos por un modelo de empresa con visión a largo plazo, basado en la honestidad, el esfuerzo y el desarrollo de relaciones de confianza con nuestros grupos de interés, y de respeto en los diferentes ámbitos donde operamos
832;Nos importan mucho estos rankings de satisfacción y los datos de vinculación, pues son la mejor manera de medir el pulso del negocio.;¿Por qué les importan mucho los rankings de satisfacción y los datos de vinculación?;son la mejor manera de medir el pulso del negocio
833;Esta alianza business to business es más eficiente a la hora de operar en el sector ya que se centraliza toda la operación de juego en la estructura de un tercero –Gamesys-, mientras que Atresmedia se encarga de todo lo relativo al marketing del negocio.;¿Por qué asta alianza business to business es más eficiente a la hora de operar en el sector?;se centraliza toda la operación de juego en la estructura de un tercero –Gamesys-, mientras que Atresmedia se encarga de todo lo relativo al marketing del negocio
834;Es importante la comunicación bidireccional, puesto que las preguntas e inquietudes de la Comunidad Financiera son tenidas en cuenta y transmitidas dentro de la compañía, permitiendo tener una visión más global de la misma. En 2017 las preguntas más frecuentes han estado relacionadas con la evolución del plan estratégico MORE TO BE, la remuneración al accionista, la recuperación del mercado de envolturas brasileño, el impacto de la variación de los tipos de cambio, las inversiones realizadas, especialmente en las tecnologías de fibrosa y plásticos, las adquisiciones de Vector y Supralon.;¿Por qué razón es importante la comunicación bidireccional?;las preguntas e inquietudes de la Comunidad Financiera son tenidas en cuenta y transmitidas dentro de la compañía, permitiendo tener una visión más global de la misma
835;"Como consecuencia de las conclusiones de la encuesta ""Tienes la palabra 2015"", Meliá Hotels International ha renovado sus oficinas corporativas para hacer de ellas un espacio de colaboración más abierto, dinámico, flexible, sin barreras y para fortalecer la cercanía entre sus equipos.";"¿Qué efecto han tenido para Meliá Hotels International las conclusiones de la encuesta ""Tienes la palabra 2015""?";ha renovado sus oficinas corporativas para hacer de ellas un espacio de colaboración más abierto, dinámico, flexible, sin barreras y para fortalecer la cercanía entre sus equipos
836;Respecto a la recuperación de los productos puestos en el mercado, es inviable evaluar el volumen generado y la gestión efectuada a nivel mundial, dado que no existe ningún sistema de recogida y gestión específico para materiales textiles a nivel global.;¿Por qué es inviable evaluar el volumen generado y la gestión efectuada a nivel mundial?;no existe ningún sistema de recogida y gestión específico para materiales textiles a nivel globa
837;Como resultado de la difusión mediática, el 27 de mayo el Congreso de los Diputados aprobó por unanimidad una Propuesta para la inclusión de esta materia en los currículos escolares.;¿Qué ha provocado la difusión en los medios?;el 27 de mayo el Congreso de los Diputados aprobó por unanimidad una Propuesta para la inclusión de esta materia en los currículos escolares
838;Durante 2014, la compañía ha realizado esfuerzos para incrementar la privacidad y seguridad de los datos, tanto de los empleados y colaboradores, como de los usuarios registrados y espectadores en general, para lo cual ha revisado y actualizado los procedimientos vigentes y ha añadido nuevos procedimientos. En particular, destaca la normalización de los aspectos relacionados con la contratación de servicios en la nube y el uso de tecnología en movilidad por parte de los empleados. Gracias al buen funcionamiento del sistema de control interno, en 2014 no se ha producido ningún expediente sancionador en materia de privacidad y protección de datos personales.;¿A qué se debe que en 2014 no se haya producido ningún expediente sancionador en materia de privacidad y protección de datos personales?;al buen funcionamiento del sistema de control interno
839;Diversos han sido los factores que, en cambio, han lastrado a las bolsas europeas, como son el reducido crecimiento económico en el continente, el temor a la deflación o las tensiones geopolíticas –fundamentalmente entre Rusia y Ucrania– y, como consecuencia, los resultados empresariales se han mantenido todavía débiles.;¿A qué se debe que los resultados empresariales se hayan mantenido todavía débiles?;Diversos han sido los factores que, en cambio, han lastrado a las bolsas europeas, como son el reducido crecimiento económico en el continente, el temor a la deflación o las tensiones geopolíticas –fundamentalmente entre Rusia y Ucrania–
840;Así, en 2017, gracias a las nuevas aperturas y reformas, alcanzamos ya un total de 5.068 tiendas ecoeficientes, lo que supone alrededor del 80% de nuestras propias tiendas.;¿Qué suponen las nuevas aperturas y reformas?;alcanzamos ya un total de 5.068 tiendas ecoeficientes, lo que supone alrededor del 80% de nuestras propias tiendas
841;Los pagos por pensiones y reestructuración son más elevados en British Airways, debido a un pago por excedente de efectivo de 403 millones de euros, y a una base comparativa baja, ya que algunos de los pagos de 2015 se efectuaron en 2014.;¿A qué se debe que los pagos por pensiones y reestructuración sean más elevados en British Airways?;a un pago por excedente de efectivo de 403 millones de euros, y a una base comparativa baja, ya que algunos de los pagos de 2015 se efectuaron en 2014
842;Un año después de la implementación, el proyecto excedió las previsiones iniciales. Como resultado, se ha ahorrado el 71% del consumo de energía. Estos ahorros se verificaron utilizando informes trimestrales de medición y verificación. Utilizando los datos medidos reales, se obtuvo una reducción de 481.221 kWh/año en el consumo de energía eléctrica (50.528 €/año) con una amortización de 4.2 años. Una vez más, Gestamp Aveiro ha implementado un proyecto de economía baja en carbono, reduciendo en 226 toneladas las emisiones de CO2 a la atmósfera.;¿Cuál es la consecuencia de que un año después de la implementación el proyecto excediera las previsiones iniciales?;se ha ahorrado el 71% del consumo de energía
843;En el Grupo no existen restricciones al derecho de voto, ya que cada acción da derecho a un voto.;¿Por qué motivo no existen en el Grupo restricciones al derecho de voto?;cada acción da derecho a un voto
844;El entorno macroeconómico y regulatorio actual exige un esfuerzo adicional para mantener los costes de explotación bajo control. Gasto operativo neto aumenta un 4,8% debido al descenso de activaciones y efectos no recurrentes, como medidas de eficiencia que tienen efecto en ejercicios futuros. El Gasto operativo recurrente crece el 1.1%, menos que el margen bruto.;¿A qué se debe que el gasto operativo neto aumentara un 4,8%?;al descenso de activaciones y efectos no recurrentes, como medidas de eficiencia que tienen efecto en ejercicios futuros
845;"En relación a los índices bursátiles europeos, el FTSE Mib italiano destacó entre las principales plazas europeas con un incremento del 13,6%, gracias al tirón de los valores financieros; seguido del Dax alemán con un 12,5% que cerró en récord gracias al buen tono de las exportadoras.";¿A qué se debe el hecho de que, en relación a los índices bursátiles europeos, el FTSE Mib italiano destacase entre las principales plazas europeas con un incremento del 13,6%?;al tirón de los valores financieros
846;En el ámbito de servicios sociales, existe una demanda creciente debido al envejecimiento de la población. Hasta la fecha se han adquirido e integrado un total de 10 compañías especializadas en la prestación de servicios de ayuda a domicilio de personas mayores y se han fundado otras dos más. Actualmente, se cuenta con 21 oficinas registradas para prestar este tipo de servicios repartidas por la geografía de Reino Unido.;¿A qué se achaca que en el ámbito de servicios sociales exista una demanda creciente?;al envejecimiento de la población
847;Las actividades de protección de la seguridad y la información son aspectos relevantes para Indra debido al potencial impacto sobre sus clientes. La empresa trabaja para preservar la confidencialidad, integridad y disponibilidad de la información tanto de Indra como de sus clientes;¿A qué es debido que las actividades de protección de la seguridad y la información sean aspectos relevantes para Indra?;al potencial impacto sobre sus clientes
848;Los pagos por pensiones y reestructuración son más elevados en British Airways, debido a un pago por excedente de efectivo de 403 millones de euros, y a una base comparativa baja, ya que algunos de los pagos de 2015 se efectuaron en 2014.;¿A qué se debe que los pagos por pensiones y reestructuración sean más elevados en British Airways?;a un pago por excedente de efectivo de 403 millones de euros, y a una base comparativa baja
849;"Destacadas personalidades de la comunicación han roto los muros de sus ""cajas"" para enfrentarse a situaciones y temas sociales polémicos con los que tuvieron que convivir, conocer y comprender basándose en su curiosidad y deseo de rebatir prejuicios. El programa se ha centrado siempre en temas sociales dado que su objetivo es dar a conocer el modo de vida de colectivos que, en principio, pueden resultar ajenos al gran público.";¿Por qué el programa siempre se ha centrado en temas sociales?;su objetivo es dar a conocer el modo de vida de colectivos que, en principio, pueden resultar ajenos al gran público
850;El ICA se mantiene relativamente constante puesto que el principal consumo de agua del Grupo es el doméstico. Únicamente las plantas que cuentan con procesos de tratamiento superficial presentan un consumo de agua industrial y este índice sufre una mayor variación cuando existen proyectos de instalación de nuevas líneas de tratamiento superficial en el Grupo.;¿Cuál es la razón de que el ICA se mantenga relativamente constante?;el principal consumo de agua del Grupo es el doméstico
851;Los principales indicadores macroeconómicos han tenido una evolución positiva: la balanza de pagos ha tenido un buen comportamiento gracias al aumento de las exportaciones y al abaratamiento del petróleo se ha rebajado el déficit público el consumo y la inversión, especialmente en bienes de equipo, se ha reactivado... Y lo que es más importante, el mercado laboral se está recuperando, como lo reflejan las 417.000 nuevas altas en la Seguridad Social registradas en 2014.;La balanza de pagos ha tenido un buen comportamiento ¿gracias a qué?;al aumento de las exportaciones y al abaratamiento del petróleo
852;Estos avances han sido desiguales entre jurisdicciones e instituciones, por lo que la reducción del nivel total de préstamos morosos y la mejora de la rentabilidad a largo plazo siguen siendo desafíos claves para el sector en su conjunto.;¿Por qué sigue siendo importante en el sector la reducción del nivel total de préstamos morosos y la mejora de la rentabilidad a largo plazo?;han sido desiguales entre jurisdicciones e instituciones
853;Estos efectos se compensan por la menor producción de Tuxpan debido a la parada mayor del tercer grupo y por la menor producción de Naco debido al mantenimiento mayor de la central que ha tenido lugar entre los meses de febrero y marzo de 2015.;¿Qué explica que los efectos se compensen?;la menor producción de Tuxpan debido a la parada mayor del tercer grupo y por la menor producción de Naco debido al mantenimiento mayor de la central que ha tenido lugar entre los meses de febrero y marzo de 2015
854;En los últimos años el Grupo ha realizado numerosas adquisiciones, por lo que se ha trabajado para afianzar una cultura común entre las entidades.;¿Qué efecto ha producido que en los últimos años el Grupo haya realizado numerosas adquisiciones?;se ha trabajado para afianzar una cultura común entre las entidades
855;Efecto dinamizador que se extiende también a todo el empleo indirecto, dado que en España 7.500 proveedores facturaron 4.629 millones de euros en 2016 –500 millones más que un año antes–, lo que se traduce en unos 50.000 puestos de trabajo indirectos.;¿Por qué se habla de un efecto dinamizador que se extiende también a todo el empleo indirecto?;en España 7.500 proveedores facturaron 4.629 millones de euros en 2016 –500 millones más que un año antes–, lo que se traduce en unos 50.000 puestos de trabajo indirectos
856;1. M&A e inversiones estratégicas: gracias a nuestro rol activo en el ecosistema FinTech, BBVA es ya considerado como un atractivo inversor para las startups que buscan más allá de un inversor financiero, un aliado estratégico.;¿Qué consecuencia ha tenido su rol activo en el ecosistema FinTech?;BBVA es ya considerado como un atractivo inversor para las startups que buscan más allá de un inversor financiero, un aliado estratégico
857;El importe repartido por las empresas en forma de dividendo es un dato importante por lo que representa un colchón protector de los inversores frente a eventuales retrocesos de las cotizaciones.;¿Por qué motivo es importante el importe repartido por las empresas en forma de dividendo?;representa un colchón protector de los inversores frente a eventuales retrocesos de las cotizaciones
858;En el ejercicio 2015, como consecuencia de la evolución del marco regulatorio, la actividad comercial ha ido unida, de manera inequívoca, al análisis exhaustivo del perfil de riesgo de los clientes y a la adecuación de los productos y servicios ofrecidos, siendo este un año en el que tanto la realización de los Test de Idoneidad, Recomendaciones de Inversión y Análisis de Idoneidad como el seguimiento continuado y exhaustivo de la calidad de la documentación presentada, firmada y digitalizada en Banco Sabadell han formado parte del día a día.;¿Qué ha ocurrido en el ejercicio 2015 como consecuencia de la evolución del marco regulatorio?;la actividad comercial ha ido unida, de manera inequívoca, al análisis exhaustivo del perfil de riesgo de los clientes y a la adecuación de los productos y servicios ofrecidos, siendo este un año en el que tanto la realización de los Test de Idoneidad, Recomendaciones de Inversión y Análisis de Idoneidad como el seguimiento continuado y exhaustivo de la calidad de la documentación presentada, firmada y digitalizada en Banco Sabadell han formado parte del día a día
859;Los estímulos gubernamentales parecen estar fomentando el crecimiento por medio tanto del consumo privado, que está redundando en una mejora de la confianza de los consumidores, como de la inversión, la cual está aumentando gracias a las facilidades de acceso al crédito impulsadas por el Fondo de Garantía del Crédito (CGF, por su siglas en inglés).;¿Qué efecto han tenido las facilidades de acceso al crédito que ha impulsado el Fondo de Garantía del Crédito?;Los estímulos gubernamentales parecen estar fomentando el crecimiento por medio tanto del consumo privado, que está redundando en una mejora de la confianza de los consumidores, como de la inversión, la cual está aumentando
860;Las ventas netas aumentaron un 25,7% en moneda local, pero descendieron un 1,5% en euros hasta los 3.122 millones debido a la depreciación de las divisas registradas en el año (-4,8% real brasileño, -37,4% peso argentino y -5,2% yuan chino);¿A qué se ha atribuido que las ventas netas aumentasen un 25,7% en moneda local, pero descendiesen un 1,5% en euros hasta los 3.122 millones?;a la depreciación de las divisas registradas en el año (-4,8% real brasileño, -37,4% peso argentino y -5,2% yuan chino)
861;Big data social Big Data es un término que hace referencia a las cantidades ingentes de datos que se están captando constantemente debido a la digitalización de la ciencia (astronomía, física, medicina...) y las infraestructuras (smart cities, transacciones financieras...), así como al uso masivo de los teléfonos móviles y otros dispositivos conectados.;¿Qué permite que se estén captando constantemente cantidades ingentes de datos?;la digitalización de la ciencia (astronomía, física, medicina...) y las infraestructuras (smart cities, transacciones financieras...), así como al uso masivo de los teléfonos móviles y otros dispositivos conectados
862;Como consecuencia de distintos procesos de inspección, en cuanto a los ejercicios fiscales de 2003 a 2008, la Inspección ha venido cuestionando la procedencia de la deducción por actividades de exportación aplicada por Gas Natural Fenosa, habiéndose firmado las actas en disconformidad y estando actualmente recurridas ante el Tribunal Económico Administrativo y la Audiencia Nacional.;¿Qué consecuencia han tenido distintos procesos de inspección?;en cuanto a los ejercicios fiscales de 2003 a 2008, la Inspección ha venido cuestionando la procedencia de la deducción por actividades de exportación aplicada por Gas Natural Fenosa, habiéndose firmado las actas en disconformidad y estando actualmente recurridas ante el Tribunal Económico Administrativo y la Audiencia Nacional
863;En consecuencia a esta política de control de riesgos, en 2015 se prevé que, aproximadamente, un 80% de la deuda a atender durante el año, se encontrará asegurada por instrumentos de cobertura del tipo de interés.;¿Cuál es el efecto de la política de control de riesgos?;en 2015 se prevé que, aproximadamente, un 80% de la deuda a atender durante el año, se encontrará asegurada por instrumentos de cobertura del tipo de interés
864;En cuanto a Vidacaixa, en 2013 tuvo ingresos por primas de seguro superiores a 5.000 millones de Euros, por lo que tampoco se alcanza el umbral de significatividad desde el punto de vista de Vidacaixa.;¿Por qué no se alcanza el umbral de significatividad desde el punto de vista de Vidacaixa?;en 2013 tuvo ingresos por primas de seguro superiores a 5.000 millones de Euros
865;Atresmedia y la Fundación AXA han renovado su compromiso de colaboración para seguir trabajando juntos hasta 2020, por lo que ambas compañías completarán una colaboración de 8 años en los dos ámbitos de actuación: Ponle Freno y Constantes y Vitales.;¿Qué ha supuesto la renovación del compromiso de colaboración entre Atresmedia y la Fundación AXA?;ambas compañías completarán una colaboración de 8 años en los dos ámbitos de actuación: Ponle Freno y Constantes y Vitales
866;Estas acciones han dado como resultado un crecimiento de los clientes vinculados del 4% y del 5% en los digitales. En volúmenes, el banco ha crecido más que el sector, destacando el aumento de cuota en créditos, que aumentan el 8% en el año, apoyados tanto en el segmento corporativo como en particulares.;¿Las acciones llevadas a cabo qué han propiciado?;un crecimiento de los clientes vinculados del 4% y del 5% en los digitales
867;Logista Libros también mejoró su actividad, gracias a la incorporación de nuevos clientes que incluyen la venta a distancia y por internet.;¿Por qué razón Logista Libros mejoró su actividad?;la incorporación de nuevos clientes que incluyen la venta a distancia y por internet
868;A 31 de diciembre de 2014, la composición de la Comisión de Auditoría y Control era la siguiente: Presidente Joan Llonch Andreu Vocales Ma Teresa García-Milà Lloveras José Ramón Martínez Sufrategui Secretario Miquel Roca i Junyent Durante 2014 se han producido los siguientes cambios en la composición de la Comisión de Auditoría y Control: Con motivo de la renuncia de José Manuel Martínez Martínez como vocal de la comisión, el Consejo de Administración celebrado en fecha 24 de julio de 2014, y previo informe favorable de la Comisión de Nombramientos y Retribuciones, incorporó al consejero José Ramón Martínez Sufrategui a la Comisión de Auditoría y Control como vocal de la misma.;¿Qué efecto tuvo la renuncia de José Manuel Martínez como vocal de la comisión?;el Consejo de Administración celebrado en fecha 24 de julio de 2014, y previo informe favorable de la Comisión de Nombramientos y Retribuciones, incorporó al consejero José Ramón Martínez Sufrategui a la Comisión de Auditoría y Control como vocal de la misma
869;El Consejo de Administración en su reunión del día 29 de octubre de 2014, a propuesta de la Comisión de Nombramientos y Retribuciones, acordó el nombramiento por cooptación de George Donald Johnston III, como Consejero Externo Independiente, en sustitución de Clemente Cebrián Ara, que dejó el cargo de Consejero el día 21 de julio 2014, porque el accionista dominical al que representaba, Casa Grande de Cartagena, S.L., vendió su participación en la Sociedad. Este nombramiento será sometido a ratificación en la próxima Junta General de Accionistas.;¿Qué consecuencia ha tenido que el accionista dominical de Casa Grande de Cartagena, S.L. vendiera su participación?;El Consejo de Administración en su reunión del día 29 de octubre de 2014, a propuesta de la Comisión de Nombramientos y Retribuciones, acordó el nombramiento por cooptación de George Donald Johnston III, como Consejero Externo Independiente, en sustitución de Clemente Cebrián Ara, que dejó el cargo de Consejero el día 21 de julio 2014
870;Comunicación interna Atresmedia considera que la comunicación es la base para mejorar las relaciones con sus empleados, por ello cuenta con varios canales específicos a través de los que informa permanentemente sobre cualquier aspecto de interés.;¿Por qué Atresmedia cuenta con varios canales específicos a través de los que informa permanentemente sobre cualquier aspecto de interés?;considera que la comunicación es la base para mejorar las relaciones con sus empleados
871;Gracias a esas medidas, en 2016 disminuyó el consumo con respecto al año anterior, siendo la captación total de agua de 2.951.000 m3.;¿Qué efecto provocaron esas medidas?;en 2016 disminuyó el consumo con respecto al año anterior, siendo la captación total de agua de 2.951.000 m3
872;También se consideran activos y pasivos mantenidos para negociar las posiciones cortas como consecuencia de ventas de activos adquiridos temporalmente con pacto de retrocesión no opcional o de valores recibidos en préstamo, así como los instrumentos derivados que no cumplen la definición de contrato de garantía financiera ni han sido designados como instrumentos de cobertura contable.;¿Qué explica que se consideren activos y pasivos mantenidos para negociar las posiciones cortas?;ventas de activos adquiridos temporalmente con pacto de retrocesión no opcional o de valores recibidos en préstamo
873;En caso contrario, envían las propuestas de retirada de la homologación/ acreditación a suministradores/productos/personas como consecuencia de deficiencias en el desempeño de los servicios o productos.;¿Qué consecuencias producen las deficiencias en el desempeño de los servicios o productos?;envían las propuestas de retirada de la homologación/ acreditación a suministradores/productos/personas
